   2.1632532e+00   2.1838358e+00   2.2023056e+00   2.2186448e+00   2.2328376e+00   2.2448701e+00   2.2547309e+00   2.2624102e+00   2.2679008e+00   2.2711973e+00   2.2722965e+00   2.2711973e+00   2.2679008e+00   2.2624102e+00   2.2547309e+00   2.2448701e+00   2.2328376e+00   2.2186448e+00   2.2023056e+00   2.1838358e+00   2.1632532e+00
  -3.0989314e+00  -3.0886063e+00  -2.9962015e+00  -2.8241726e+00  -2.5770913e+00  -2.2615239e+00  -1.8858564e+00  -1.4600723e+00  -9.9548680e-01  -5.0444623e-01   0.0000000e+00   5.0444623e-01   9.9548680e-01   1.4600723e+00   1.8858564e+00   2.2615239e+00   2.5770913e+00   2.8241726e+00   2.9962015e+00   3.0886063e+00   3.0989314e+00
  -3.1451438e+00  -3.0190590e+00  -2.5915409e+00  -1.9052742e+00  -1.0287784e+00  -4.9565675e-02   9.3459583e-01   1.8254440e+00   2.5340335e+00   2.9896163e+00   3.1467053e+00   2.9896163e+00   2.5340335e+00   1.8254440e+00   9.3459583e-01  -4.9565675e-02  -1.0287784e+00  -1.9052742e+00  -2.5915409e+00  -3.0190590e+00  -3.1451438e+00
   3.1545437e+00   2.8380683e+00   1.8974765e+00   5.3961287e-01  -9.3691639e-01  -2.2074094e+00  -2.9924737e+00  -3.1194665e+00  -2.5604610e+00  -1.4383876e+00   0.0000000e+00   1.4383876e+00   2.5604610e+00   3.1194665e+00   2.9924737e+00   2.2074094e+00   9.3691639e-01  -5.3961287e-01  -1.8974765e+00  -2.8380683e+00  -3.1545437e+00
   3.1579034e+00   2.5813795e+00   1.0140340e+00  -9.4253232e-01  -2.5373226e+00  -3.1582018e+00  -2.5668553e+00  -9.9026202e-01   9.6642761e-01   2.5521693e+00   3.1583013e+00   2.5521693e+00   9.6642761e-01  -9.9026202e-01  -2.5668553e+00  -3.1582018e+00  -2.5373226e+00  -9.4253232e-01   1.0140340e+00   2.5813795e+00   3.1579034e+00
  -3.1594709e+00  -2.2596771e+00  -3.2130418e-02   2.2142956e+00   3.1596343e+00   2.2484186e+00   1.6065417e-02  -2.2257276e+00  -3.1597160e+00  -2.2371020e+00   0.0000000e+00   2.2371020e+00   3.1597160e+00   2.2257276e+00  -1.6065417e-02  -2.2484186e+00  -3.1596343e+00  -2.2142956e+00   3.2130418e-02   2.2596771e+00   3.1594709e+00
  -3.1603258e+00  -1.8820006e+00   9.5112988e-01   2.9984892e+00   2.5686619e+00   1.6747452e-02  -2.5490028e+00  -3.0089072e+00  -9.8301818e-01   1.8549864e+00   3.1605033e+00   1.8549864e+00  -9.8301818e-01  -3.0089072e+00  -2.5490028e+00   1.6747452e-02   2.5686619e+00   2.9984892e+00   9.5112988e-01  -1.8820006e+00  -3.1603258e+00
   3.1608425e+00   1.4580367e+00  -1.8393343e+00  -3.1251383e+00  -9.9317017e-01   2.2249672e+00   3.0097944e+00   5.0299412e-01  -2.5539000e+00  -2.8177504e+00   0.0000000e+00   2.8177504e+00   2.5539000e+00  -5.0299412e-01  -3.0097944e+00  -2.2249672e+00   9.9317017e-01   3.1251383e+00   1.8393343e+00  -1.4580367e+00  -3.1608425e+00
   3.1611782e+00   9.9838227e-01  -2.5456545e+00  -2.5678320e+00   9.6253176e-01   3.1612532e+00   9.8644763e-01  -2.5530874e+00  -2.5604800e+00   9.7449740e-01   3.1612782e+00   9.7449740e-01  -2.5604800e+00  -2.5530874e+00   9.8644763e-01   3.1612532e+00   9.6253176e-01  -2.5678320e+00  -2.5456545e+00   9.9838227e-01   3.1611782e+00
  -3.1614087e+00  -5.1442408e-01   3.0011798e+00   1.4492084e+00  -2.5497916e+00  -2.2433978e+00   1.8510353e+00   2.8199440e+00  -9.7270095e-01  -3.1229134e+00   0.0000000e+00   3.1229134e+00   9.7270095e-01  -2.8199440e+00  -1.8510353e+00   2.2433978e+00   2.5497916e+00  -1.4492084e+00  -3.0011798e+00   5.1442408e-01   3.1614087e+00
