   9.3633343e-01   9.4524232e-01   9.5323673e-01   9.6030892e-01   9.6645204e-01   9.7166016e-01   9.7592824e-01   9.7925215e-01   9.8162867e-01   9.8305550e-01   9.8353126e-01   9.8305550e-01   9.8162867e-01   9.7925215e-01   9.7592824e-01   9.7166016e-01   9.6645204e-01   9.6030892e-01   9.5323673e-01   9.4524232e-01   9.3633343e-01
  -2.6803684e-01  -2.6714379e-01  -2.5915139e-01  -2.4427204e-01  -2.2290116e-01  -1.9560669e-01  -1.6311397e-01  -1.2628649e-01  -8.6102950e-02  -4.3631225e-02   0.0000000e+00   4.3631225e-02   8.6102950e-02   1.2628649e-01   1.6311397e-01   1.9560669e-01   2.2290116e-01   2.4427204e-01   2.5915139e-01   2.6714379e-01   2.6803684e-01
  -1.4010595e-01  -1.3448928e-01  -1.1544473e-01  -8.4873783e-02  -4.5828737e-02  -2.2079899e-03   4.1633211e-02   8.1317606e-02   1.1288297e-01   1.3317770e-01   1.4017551e-01   1.3317770e-01   1.1288297e-01   8.1317606e-02   4.1633211e-02  -2.2079899e-03  -4.5828737e-02  -8.4873783e-02  -1.1544473e-01  -1.3448928e-01  -1.4010595e-01
   9.4226095e-02   8.4772985e-02   5.6677547e-02   1.6118215e-02  -2.7985655e-02  -6.5935232e-02  -8.9385069e-02  -9.3178339e-02  -7.6480869e-02  -4.2964580e-02   0.0000000e+00   4.2964580e-02   7.6480869e-02   9.3178339e-02   8.9385069e-02   6.5935232e-02   2.7985655e-02  -1.6118215e-02  -5.6677547e-02  -8.4772985e-02  -9.4226095e-02
   7.0889744e-02   5.7947731e-02   2.2763399e-02  -2.1158303e-02  -5.6958725e-02  -7.0896444e-02  -5.7621686e-02  -2.2229756e-02   2.1694713e-02   5.7292010e-02   7.0898677e-02   5.7292010e-02   2.1694713e-02  -2.2229756e-02  -5.7621686e-02  -7.0896444e-02  -5.6958725e-02  -2.1158303e-02   2.2763399e-02   5.7947731e-02   7.0889744e-02
  -5.6793952e-02  -4.0619456e-02  -5.7756929e-04   3.9803689e-02   5.6796888e-02   4.0417076e-02   2.8878838e-04  -4.0009187e-02  -5.6798357e-02  -4.0213652e-02   0.0000000e+00   4.0213652e-02   5.6798357e-02   4.0009187e-02  -2.8878838e-04  -4.0417076e-02  -5.6796888e-02  -3.9803689e-02   5.7756929e-04   4.0619456e-02   5.6793952e-02
  -4.7365623e-02  -2.8206627e-02   1.4255131e-02   4.4940085e-02   3.8498015e-02   2.5100372e-04  -3.8203373e-02  -4.5096226e-02  -1.4733060e-02   2.7801749e-02   4.7368284e-02   2.7801749e-02  -1.4733060e-02  -4.5096226e-02  -3.8203373e-02   2.5100372e-04   3.8498015e-02   4.4940085e-02   1.4255131e-02  -2.8206627e-02  -4.7365623e-02
   4.0618441e-02   1.8736517e-02  -2.3636386e-02  -4.0159623e-02  -1.2762744e-02   2.8591965e-02   3.8677396e-02   6.4637315e-03  -3.2818920e-02  -3.6209532e-02   0.0000000e+00   3.6209532e-02   3.2818920e-02  -6.4637315e-03  -3.8677396e-02  -2.8591965e-02   1.2762744e-02   4.0159623e-02   2.3636386e-02  -1.8736517e-02  -4.0618441e-02
   3.5552130e-02   1.1228287e-02  -2.8629654e-02  -2.8879074e-02   1.0825095e-02   3.5552974e-02   1.1094064e-02  -2.8713248e-02  -2.8796389e-02   1.0959666e-02   3.5553255e-02   1.0959666e-02  -2.8796389e-02  -2.8713248e-02   1.1094064e-02   3.5552974e-02   1.0825095e-02  -2.8879074e-02  -2.8629654e-02   1.1228287e-02   3.5552130e-02
  -3.1608600e-02  -5.1433481e-03   3.0006590e-02   1.4489569e-02  -2.5493491e-02  -2.2430085e-02   1.8507141e-02   2.8194546e-02  -9.7253214e-03  -3.1223714e-02   0.0000000e+00   3.1223714e-02   9.7253214e-03  -2.8194546e-02  -1.8507141e-02   2.2430085e-02   2.5493491e-02  -1.4489569e-02  -3.0006590e-02   5.1433481e-03   3.1608600e-02
